player_id,Player,Games Played,Minutes,PER,NBA Rating,OREB%,DREB%,REB%,AST/TO,Points,Assists,Rebounds
4278049,Daniel Gafford,57.0,21.508772,24.782,26.18509,0.0,0.0,0.0,1.2121212,12.298245,1.4035088,6.8070173
4278053,Davion Mitchell,74.0,27.391891,10.268,17.895947,1.859,0.0,4.477,2.8359375,7.9459457,4.9054055,2.2567568
4278067,Nic Claxton,70.0,26.885714,16.507,24.053572,0.0,0.0,0.0,1.8045977,10.342857,2.2428572,7.357143
4278073,Shai Gilgeous-Alexander,76.0,34.18421,30.731,53.35066,0.0,0.0,0.0,2.6557376,32.68421,6.394737,4.986842
4278076,Nick Richards,57.0,22.035088,16.661,20.811403,13.055,0.0,20.367,0.60493827,9.280702,0.8596491,8.175439
4278078,P.J. Washington,57.0,32.19298,14.039,27.593859,0.0,0.0,0.0,1.1101695,14.666667,2.2982457,7.754386
4278104,Michael Porter Jr.,77.0,33.675323,16.295,31.28766,0.0,0.0,0.0,1.5865384,18.155844,2.142857,7.012987
4278129,Deandre Ayton,40.0,30.15,17.71,30.2125,0.0,0.0,0.0,0.92753625,14.4,1.6,10.15
4278355,Obi Toppin,79.0,19.556963,17.446,19.195568,0.0,0.0,0.0,1.882353,10.544304,1.6202532,4.025316
4278402,Jordan Goodwin,29.0,18.724138,12.076,12.787931,0.0,0.0,0.0,1.6153846,5.551724,1.4482758,3.862069
4278562,Paul Reed,45.0,9.733334,18.611,9.875555,0.0,0.0,0.0,1.6923077,4.088889,0.9777778,2.7333333
4278580,Sandro Mamukelashvili,61.0,11.163935,19.757,11.877869,0.0,0.0,0.0,1.8461539,6.3114753,0.78688526,3.0655737
4278594,Naji Marshall,69.0,27.811594,15.175,24.068115,0.0,0.0,0.0,1.8571428,13.246377,3.0144928,4.753623
4279888,Ja Morant,50.0,30.38,19.406,38.057,0.0,0.0,0.0,1.9675676,23.18,7.28,4.1
4280151,Corey Kispert,61.0,26.262295,11.065,18.136885,0.0,0.0,0.0,1.609375,11.557377,1.6885246,2.9672132
4291678,Haywood Highsmith,74.0,24.567568,9.947,13.79527,0.0,0.0,0.0,2.074074,6.4594593,1.5135136,3.4054055
4348700,Goga Bitadze,70.0,20.414286,19.198,19.690714,0.0,0.0,0.0,1.9027778,7.1714287,1.9571428,6.614286
